Duration, Message, Code 
3333.4213489999997, fetch failed, undefined 
3333.995594, fetch failed, undefined 
3334.9213839999998, fetch failed, undefined 
3335.3917460000002, fetch failed, undefined 
3336.2643, fetch failed, undefined 
3337.172164, fetch failed, undefined 
3338.0710400000003, fetch failed, undefined 
3338.678971, fetch failed, undefined 
3338.9846700000003, fetch failed, undefined 
3339.842643, fetch failed, undefined 
3340.699579, fetch failed, undefined 
3341.5098319999997, fetch failed, undefined 
3342.033665, fetch failed, undefined 
3343.0307230000003, fetch failed, undefined 
3343.411223, fetch failed, undefined 
3344.447764, fetch failed, undefined 
3344.856742, fetch failed, undefined 
3345.6642829999996, fetch failed, undefined 
3347.268506, fetch failed, undefined 
3347.580676, fetch failed, undefined 
3348.661952, fetch failed, undefined 
3349.2333320000002, fetch failed, undefined 
3350.066924, fetch failed, undefined 
3351.089542, fetch failed, undefined 
3351.547524, fetch failed, undefined 
3352.339495, fetch failed, undefined 
3352.924924, fetch failed, undefined 
3354.165392, fetch failed, undefined 
3355.3800920000003, fetch failed, undefined 
3355.592655, fetch failed, undefined 
3356.5056189999996, fetch failed, undefined 
3357.103874, fetch failed, undefined 
3358.3058730000002, fetch failed, undefined 
3359.295931, fetch failed, undefined 
3359.872011, fetch failed, undefined 
3361.147743, fetch failed, undefined 
3361.307264, fetch failed, undefined 
3362.75022, fetch failed, undefined 
3363.0740339999998, fetch failed, undefined 
3364.524428, fetch failed, undefined 
3365.01414, fetch failed, undefined 
3366.022672, fetch failed, undefined 
3366.677774, fetch failed, undefined 
3367.667065, fetch failed, undefined 
3368.37693, fetch failed, undefined 
3369.004973, fetch failed, undefined 
3369.918791, fetch failed, undefined 
3372.9655049999997, fetch failed, undefined 
3374.6239069999997, fetch failed, undefined 
3377.692087, fetch failed, undefined 
3378.292895, fetch failed, undefined 
3379.011917, fetch failed, undefined 
3379.518932, fetch failed, undefined 
3380.2392370000002, fetch failed, undefined 
3380.91578, fetch failed, undefined 
3382.422296, fetch failed, undefined 
3382.863718, fetch failed, undefined 
3384.071276, fetch failed, undefined 
3384.158555, fetch failed, undefined 
3385.108138, fetch failed, undefined 
3386.8174959999997, fetch failed, undefined 
3386.881116, fetch failed, undefined 
3387.712435, fetch failed, undefined 
3388.9440059999997, fetch failed, undefined 
3388.6765090000004, fetch failed, undefined 
3389.772377, fetch failed, undefined 
3389.991721, fetch failed, undefined 
3391.286356, fetch failed, undefined 
3391.725373, fetch failed, undefined 
3393.78427, fetch failed, undefined 
3394.437274, fetch failed, undefined 
3395.042781, fetch failed, undefined 
3395.670832, fetch failed, undefined 
3396.332928, fetch failed, undefined 
3396.948246, fetch failed, undefined 
3398.486594, fetch failed, undefined 
3399.700427, fetch failed, undefined 
3401.111159, fetch failed, undefined 
3401.655903, fetch failed, undefined 
3403.202093, fetch failed, undefined 
3404.520023, fetch failed, undefined 
3405.377363, fetch failed, undefined 
3407.311896, fetch failed, undefined 
3407.8586590000004, fetch failed, undefined 
3408.624918, fetch failed, undefined 
3409.643275, fetch failed, undefined 
3410.359535, fetch failed, undefined 
3410.805041, fetch failed, undefined 
3412.510714, fetch failed, undefined 
3413.006711, fetch failed, undefined 
3413.388484, fetch failed, undefined 
3414.6283949999997, fetch failed, undefined 
3414.84216, fetch failed, undefined 
3415.849807, fetch failed, undefined 
3416.4254650000003, fetch failed, undefined 
3426.017634, fetch failed, undefined 
3426.550661, fetch failed, undefined 
3427.1058190000003, fetch failed, undefined 
3427.785961, fetch failed, undefined 
3428.9654960000003, fetch failed, undefined 
3429.874595, fetch failed, undefined 
3430.658635, fetch failed, undefined 
3431.9541120000004, fetch failed, undefined 
3431.9671559999997, fetch failed, undefined 
3432.948158, fetch failed, undefined 
3433.125968, fetch failed, undefined 
3434.048392, fetch failed, undefined 
3434.769992, fetch failed, undefined 
3435.282155, fetch failed, undefined 
3435.6463649999996, fetch failed, undefined 
3436.012233, fetch failed, undefined 
3437.365449, fetch failed, undefined 
3437.598143, fetch failed, undefined 
3439.8116800000003, fetch failed, undefined 
3440.016592, fetch failed, undefined 
3440.3325659999996, fetch failed, undefined 
3440.7077879999997, fetch failed, undefined 
3443.2965870000003, fetch failed, undefined 
3442.9895309999997, fetch failed, undefined 
3443.381426, fetch failed, undefined 
3445.0673269999998, fetch failed, undefined 
3444.587826, fetch failed, undefined 
3445.323375, fetch failed, undefined 
3445.706229, fetch failed, undefined 
3446.204659, fetch failed, undefined 
3446.924479, fetch failed, undefined 
3447.83614, fetch failed, undefined 
3448.522814, fetch failed, undefined 
3449.464264, fetch failed, undefined 
3450.340393, fetch failed, undefined 
3450.619903, fetch failed, undefined 
3451.051681, fetch failed, undefined 
3451.469649, fetch failed, undefined 
3452.100186, fetch failed, undefined 
3452.086916, fetch failed, undefined 
3453.275951, fetch failed, undefined 
3453.481498, fetch failed, undefined 
3454.822745, fetch failed, undefined 
3456.009234, fetch failed, undefined 
3456.239079, fetch failed, undefined 
3456.549137, fetch failed, undefined 
3457.64483, fetch failed, undefined 
3458.0958259999998, fetch failed, undefined 
3458.9007760000004, fetch failed, undefined 
3459.922693, fetch failed, undefined 
3460.9417940000003, fetch failed, undefined 
3461.6008100000004, fetch failed, undefined 
3461.9516169999997, fetch failed, undefined 
3462.540191, fetch failed, undefined 
3463.065099, fetch failed, undefined 
3463.550884, fetch failed, undefined 
3463.782517, fetch failed, undefined 
3465.157296, fetch failed, undefined 
3465.5149380000003, fetch failed, undefined 
3466.743063, fetch failed, undefined 
3466.994163, fetch failed, undefined 
3467.933139, fetch failed, undefined 
3468.5209990000003, fetch failed, undefined 
3469.758792, fetch failed, undefined 
3470.383569, fetch failed, undefined 
3471.627198, fetch failed, undefined 
3472.571183, fetch failed, undefined 
3473.577441, fetch failed, undefined 
3474.438063, fetch failed, undefined 
3474.907266, fetch failed, undefined 
3475.534502, fetch failed, undefined 
3475.743388, fetch failed, undefined 
3476.9786080000003, fetch failed, undefined 
3477.290805, fetch failed, undefined 
3478.148713, fetch failed, undefined 
3478.479885, fetch failed, undefined 
3479.69699, fetch failed, undefined 
3480.392042, fetch failed, undefined 
3481.817305, fetch failed, undefined 
3482.03936, fetch failed, undefined 
3482.662679, fetch failed, undefined 
3483.193124, fetch failed, undefined 
3484.406119, fetch failed, undefined 
3485.4168170000003, fetch failed, undefined 
3486.007311, fetch failed, undefined 
3486.317551, fetch failed, undefined 
3487.366349, fetch failed, undefined 
3487.7978009999997, fetch failed, undefined 
3488.403364, fetch failed, undefined 
3489.581784, fetch failed, undefined 
3489.94713, fetch failed, undefined 
3490.978014, fetch failed, undefined 
3491.289425, fetch failed, undefined 
3533.179811, fetch failed, undefined 
3533.8060720000003, fetch failed, undefined 
3538.316992, fetch failed, undefined 
3540.383827, fetch failed, undefined 
3541.9584090000003, fetch failed, undefined 
3543.1157120000003, fetch failed, undefined 
3546.0877299999997, fetch failed, undefined 
3546.6680079999996, fetch failed, undefined 
3543.131094, fetch failed, undefined 
3564.3960779999998, fetch failed, undefined 
3567.175264, fetch failed, undefined 
3569.464189, fetch failed, undefined 
3571.194628, fetch failed, undefined 
3573.3739689999998, fetch failed, undefined 
3575.427895, fetch failed, undefined 
3579.624294, fetch failed, undefined 
3579.922474, fetch failed, undefined 
3580.158661, fetch failed, undefined 
3580.630116, fetch failed, undefined 
3581.367338, fetch failed, undefined 
3582.0092539999996, fetch failed, undefined 
3583.258253, fetch failed, undefined 
3584.496221, fetch failed, undefined 
3585.146281, fetch failed, undefined 
3586.3543760000002, fetch failed, undefined 
3586.608078, fetch failed, undefined 
3588.068926, fetch failed, undefined 
3589.5689169999996, fetch failed, undefined 
3590.802776, fetch failed, undefined 
3591.341658, fetch failed, undefined 
3592.067553, fetch failed, undefined 
3592.611202, fetch failed, undefined 
3592.9967380000003, fetch failed, undefined 
3594.433611, fetch failed, undefined 
3594.762863, fetch failed, undefined 
3595.567161, fetch failed, undefined 
3596.021832, fetch failed, undefined 
3597.2280520000004, fetch failed, undefined 
3597.595675, fetch failed, undefined 
3598.626613, fetch failed, undefined 
3599.2140360000003, fetch failed, undefined 
3599.874974, fetch failed, undefined 
3600.440004, fetch failed, undefined 
3600.488053, fetch failed, undefined 
3601.52569, fetch failed, undefined 
3602.023704, fetch failed, undefined 
3604.264975, fetch failed, undefined 
3604.316248, fetch failed, undefined 
3604.936817, fetch failed, undefined 
3605.322088, fetch failed, undefined 
3606.228125, fetch failed, undefined 
3606.692634, fetch failed, undefined 
3607.1900450000003, fetch failed, undefined 
3607.935548, fetch failed, undefined 
3608.5007530000003, fetch failed, undefined 
3609.285559, fetch failed, undefined 
3609.7403459999996, fetch failed, undefined 
3610.222314, fetch failed, undefined 
3610.771737, fetch failed, undefined 
3611.1716539999998, fetch failed, undefined 
3612.1073720000004, fetch failed, undefined 
3612.8098840000002, fetch failed, undefined 
3613.736348, fetch failed, undefined 
3614.138278, fetch failed, undefined 
3615.051565, fetch failed, undefined 
3615.154149, fetch failed, undefined 
3615.413545, fetch failed, undefined 
3616.437856, fetch failed, undefined 
3616.679547, fetch failed, undefined 
3617.089153, fetch failed, undefined 
3617.556583, fetch failed, undefined 
3617.916578, fetch failed, undefined 
3618.2868519999997, fetch failed, undefined 
3618.644144, fetch failed, undefined 
3619.1292519999997, fetch failed, undefined 
3619.79985, fetch failed, undefined 
3620.8210449999997, fetch failed, undefined 
3620.8837719999997, fetch failed, undefined 
3621.776257, fetch failed, undefined 
3621.748646, fetch failed, undefined 
3622.72435, fetch failed, undefined 
3622.8512189999997, fetch failed, undefined 
3623.343121, fetch failed, undefined 
3625.3689249999998, fetch failed, undefined 
3625.517012, fetch failed, undefined 
3626.319207, fetch failed, undefined 
3640.806697, fetch failed, undefined 
3644.8469210000003, fetch failed, undefined 
3649.9938239999997, fetch failed, undefined 
3652.0245050000003, fetch failed, undefined 
3652.275509, fetch failed, undefined 
3653.252333, fetch failed, undefined 
3653.525521, fetch failed, undefined 
3656.855765, fetch failed, undefined 
3658.201444, fetch failed, undefined 
3659.218325, fetch failed, undefined 
3659.916233, fetch failed, undefined 
3662.591349, fetch failed, undefined 
3663.386505, fetch failed, undefined 
3663.9234109999998, fetch failed, undefined 
3664.0169339999998, fetch failed, undefined 
3665.693271, fetch failed, undefined 
3665.595793, fetch failed, undefined 
3665.922623, fetch failed, undefined 
3666.715897, fetch failed, undefined 
3667.7847699999998, fetch failed, undefined 
3668.1373409999997, fetch failed, undefined 
3669.356753, fetch failed, undefined 
3669.5486250000004, fetch failed, undefined 
3669.913924, fetch failed, undefined 
3671.0136669999997, fetch failed, undefined 
3671.4291200000002, fetch failed, undefined 
