Duration, Message, Code 
1805.3175919999999, fetch failed, undefined 
2642.192856, fetch failed, undefined 
2660.408692, fetch failed, undefined 
2660.632423, fetch failed, undefined 
2661.325659, fetch failed, undefined 
2662.470229, fetch failed, undefined 
2663.5318070000003, fetch failed, undefined 
2663.538853, fetch failed, undefined 
2665.904071, fetch failed, undefined 
2665.4663450000003, fetch failed, undefined 
2666.433399, fetch failed, undefined 
2668.005061, fetch failed, undefined 
2668.480368, fetch failed, undefined 
2669.0454400000003, fetch failed, undefined 
2669.398632, fetch failed, undefined 
2671.211072, fetch failed, undefined 
2671.776381, fetch failed, undefined 
2671.926759, fetch failed, undefined 
2672.891232, fetch failed, undefined 
2673.520282, fetch failed, undefined 
2673.84434, fetch failed, undefined 
2674.164806, fetch failed, undefined 
2674.376734, fetch failed, undefined 
2674.649896, fetch failed, undefined 
2674.96791, fetch failed, undefined 
2676.072438, fetch failed, undefined 
2676.630187, fetch failed, undefined 
2677.1657219999997, fetch failed, undefined 
2678.1717449999996, fetch failed, undefined 
2678.833427, fetch failed, undefined 
2679.6071420000003, fetch failed, undefined 
2680.865563, fetch failed, undefined 
2681.360857, fetch failed, undefined 
2681.983236, fetch failed, undefined 
2683.334806, fetch failed, undefined 
2684.194736, fetch failed, undefined 
2685.294076, fetch failed, undefined 
2686.604895, fetch failed, undefined 
2686.496666, fetch failed, undefined 
2687.09072, fetch failed, undefined 
2687.004742, fetch failed, undefined 
2688.51095, fetch failed, undefined 
2688.563226, fetch failed, undefined 
2689.703538, fetch failed, undefined 
2689.5495699999997, fetch failed, undefined 
2689.812331, fetch failed, undefined 
2690.1357390000003, fetch failed, undefined 
2691.1499670000003, fetch failed, undefined 
2692.923409, fetch failed, undefined 
2693.775158, fetch failed, undefined 
2694.8218060000004, fetch failed, undefined 
2695.330398, fetch failed, undefined 
2695.966765, fetch failed, undefined 
2696.450259, fetch failed, undefined 
2697.175739, fetch failed, undefined 
2697.2598310000003, fetch failed, undefined 
2699.074877, fetch failed, undefined 
2699.4477180000004, fetch failed, undefined 
2699.6313640000003, fetch failed, undefined 
2700.003041, fetch failed, undefined 
2701.755952, fetch failed, undefined 
2701.959395, fetch failed, undefined 
2702.276222, fetch failed, undefined 
2703.675789, fetch failed, undefined 
2704.0916709999997, fetch failed, undefined 
2705.0948630000003, fetch failed, undefined 
2705.735996, fetch failed, undefined 
2705.651851, fetch failed, undefined 
2706.637135, fetch failed, undefined 
2707.1035500000003, fetch failed, undefined 
2709.225728, fetch failed, undefined 
2708.844628, fetch failed, undefined 
2709.235644, fetch failed, undefined 
2710.272335, fetch failed, undefined 
2711.014026, fetch failed, undefined 
2711.5368200000003, fetch failed, undefined 
2712.265566, fetch failed, undefined 
2714.070984, fetch failed, undefined 
2714.18441, fetch failed, undefined 
2715.34167, fetch failed, undefined 
2716.506441, fetch failed, undefined 
2717.1206740000002, fetch failed, undefined 
2717.6781770000002, fetch failed, undefined 
2719.3913140000004, fetch failed, undefined 
2719.492485, fetch failed, undefined 
2718.089787, fetch failed, undefined 
2718.452901, fetch failed, undefined 
2718.321712, fetch failed, undefined 
2717.979437, fetch failed, undefined 
2718.178124, fetch failed, undefined 
2719.5370519999997, fetch failed, undefined 
2719.83973, fetch failed, undefined 
2720.6054430000004, fetch failed, undefined 
2720.895463, fetch failed, undefined 
2721.062203, fetch failed, undefined 
2721.3618060000003, fetch failed, undefined 
2722.0971839999997, fetch failed, undefined 
2723.725308, fetch failed, undefined 
2724.4443260000003, fetch failed, undefined 
2724.548618, fetch failed, undefined 
2724.765938, fetch failed, undefined 
2725.9632669999996, fetch failed, undefined 
2726.207786, fetch failed, undefined 
2727.243549, fetch failed, undefined 
2728.1802, fetch failed, undefined 
2728.60817, fetch failed, undefined 
2729.685864, fetch failed, undefined 
2730.0560299999997, fetch failed, undefined 
2730.4024170000002, fetch failed, undefined 
2730.8448190000004, fetch failed, undefined 
2733.022972, fetch failed, undefined 
2733.000873, fetch failed, undefined 
2732.6153360000003, fetch failed, undefined 
2733.549127, fetch failed, undefined 
2735.0866349999997, fetch failed, undefined 
2735.684404, fetch failed, undefined 
2735.625969, fetch failed, undefined 
2736.859573, fetch failed, undefined 
2736.050393, fetch failed, undefined 
2738.5408610000004, fetch failed, undefined 
2737.6176309999996, fetch failed, undefined 
2738.7673870000003, fetch failed, undefined 
2738.843372, fetch failed, undefined 
2739.942143, fetch failed, undefined 
2740.498721, fetch failed, undefined 
2741.248874, fetch failed, undefined 
2741.242944, fetch failed, undefined 
2742.9364800000003, fetch failed, undefined 
2742.754962, fetch failed, undefined 
2743.4695279999996, fetch failed, undefined 
2744.947149, fetch failed, undefined 
2743.088975, fetch failed, undefined 
2743.4733610000003, fetch failed, undefined 
2744.100846, fetch failed, undefined 
2744.845034, fetch failed, undefined 
2746.283801, fetch failed, undefined 
2746.755642, fetch failed, undefined 
2747.52519, fetch failed, undefined 
2748.068134, fetch failed, undefined 
2748.620101, fetch failed, undefined 
2749.510305, fetch failed, undefined 
2749.988306, fetch failed, undefined 
2750.457254, fetch failed, undefined 
2751.557625, fetch failed, undefined 
2752.160051, fetch failed, undefined 
2752.748403, fetch failed, undefined 
2754.142107, fetch failed, undefined 
2755.5231360000002, fetch failed, undefined 
2756.236398, fetch failed, undefined 
2756.784532, fetch failed, undefined 
2757.4814539999998, fetch failed, undefined 
2758.226662, fetch failed, undefined 
2758.9681109999997, fetch failed, undefined 
2759.6803400000003, fetch failed, undefined 
2760.253023, fetch failed, undefined 
2760.815869, fetch failed, undefined 
2761.2095360000003, fetch failed, undefined 
2761.424403, fetch failed, undefined 
2762.221098, fetch failed, undefined 
2762.478839, fetch failed, undefined 
2763.749127, fetch failed, undefined 
2763.74341, fetch failed, undefined 
2764.9694919999997, fetch failed, undefined 
2765.30604, fetch failed, undefined 
2765.872801, fetch failed, undefined 
2766.90708, fetch failed, undefined 
2768.2458960000004, fetch failed, undefined 
2768.3089330000003, fetch failed, undefined 
2768.878531, fetch failed, undefined 
2769.6999849999997, fetch failed, undefined 
2770.9136710000002, fetch failed, undefined 
2770.694213, fetch failed, undefined 
2772.255004, fetch failed, undefined 
2772.325066, fetch failed, undefined 
2772.861119, fetch failed, undefined 
2773.0177270000004, fetch failed, undefined 
2774.208359, fetch failed, undefined 
2774.73132, fetch failed, undefined 
2775.901775, fetch failed, undefined 
3108.2425200000002, fetch failed, undefined 
3108.381063, fetch failed, undefined 
3109.8433959999998, fetch failed, undefined 
3109.4359670000003, fetch failed, undefined 
3110.64339, fetch failed, undefined 
3110.868716, fetch failed, undefined 
3111.398087, fetch failed, undefined 
3112.144987, fetch failed, undefined 
3113.192965, fetch failed, undefined 
3113.832296, fetch failed, undefined 
3114.473047, fetch failed, undefined 
3115.240905, fetch failed, undefined 
3115.966306, fetch failed, undefined 
3116.931773, fetch failed, undefined 
3117.37332, fetch failed, undefined 
3117.611985, fetch failed, undefined 
3118.8333939999998, fetch failed, undefined 
3119.5452689999997, fetch failed, undefined 
3120.300562, fetch failed, undefined 
3121.317805, fetch failed, undefined 
3121.843373, fetch failed, undefined 
3122.962872, fetch failed, undefined 
3123.843264, fetch failed, undefined 
3124.50978, fetch failed, undefined 
3125.181342, fetch failed, undefined 
3126.374676, fetch failed, undefined 
3126.584397, fetch failed, undefined 
3127.415704, fetch failed, undefined 
3128.107772, fetch failed, undefined 
3128.667133, fetch failed, undefined 
3129.10855, fetch failed, undefined 
3129.3174369999997, fetch failed, undefined 
3130.199302, fetch failed, undefined 
3130.615839, fetch failed, undefined 
3131.912963, fetch failed, undefined 
3132.300727, fetch failed, undefined 
3132.752305, fetch failed, undefined 
3133.206911, fetch failed, undefined 
3133.1719369999996, fetch failed, undefined 
3134.7540489999997, fetch failed, undefined 
3134.588893, fetch failed, undefined 
3135.885868, fetch failed, undefined 
3136.058397, fetch failed, undefined 
3137.2485850000003, fetch failed, undefined 
3137.59817, fetch failed, undefined 
3138.8999289999997, fetch failed, undefined 
3138.951718, fetch failed, undefined 
3139.600263, fetch failed, undefined 
3140.2819, fetch failed, undefined 
3141.1701989999997, fetch failed, undefined 
3142.2807660000003, fetch failed, undefined 
3142.605552, fetch failed, undefined 
3143.256405, fetch failed, undefined 
3144.305612, fetch failed, undefined 
3144.816757, fetch failed, undefined 
3145.9841109999998, fetch failed, undefined 
3146.5198, fetch failed, undefined 
3146.9025319999996, fetch failed, undefined 
3147.5711459999998, fetch failed, undefined 
3147.636191, fetch failed, undefined 
3148.294689, fetch failed, undefined 
3148.9094210000003, fetch failed, undefined 
3151.03089, fetch failed, undefined 
3150.383152, fetch failed, undefined 
3150.675598, fetch failed, undefined 
3151.309499, fetch failed, undefined 
3151.9896120000003, fetch failed, undefined 
3152.592153, fetch failed, undefined 
3153.653987, fetch failed, undefined 
3154.295107, fetch failed, undefined 
3155.159326, fetch failed, undefined 
3156.9362789999996, fetch failed, undefined 
3157.612066, fetch failed, undefined 
3154.916214, fetch failed, undefined 
3155.373564, fetch failed, undefined 
3160.318397, fetch failed, undefined 
3155.6797770000003, fetch failed, undefined 
3157.474796, fetch failed, undefined 
3157.780591, fetch failed, undefined 
3158.36393, fetch failed, undefined 
3158.837884, fetch failed, undefined 
3159.553194, fetch failed, undefined 
3159.658702, fetch failed, undefined 
3160.96623, fetch failed, undefined 
3160.795949, fetch failed, undefined 
3162.0670010000003, fetch failed, undefined 
3162.353459, fetch failed, undefined 
3163.2862619999996, fetch failed, undefined 
3164.2663190000003, fetch failed, undefined 
3165.331829, fetch failed, undefined 
3165.934603, fetch failed, undefined 
3166.17676, fetch failed, undefined 
3167.6907929999998, fetch failed, undefined 
3167.8361179999997, fetch failed, undefined 
3168.956486, fetch failed, undefined 
3170.353976, fetch failed, undefined 
3171.037485, fetch failed, undefined 
3171.471888, fetch failed, undefined 
3173.115231, fetch failed, undefined 
3173.147214, fetch failed, undefined 
3174.501031, fetch failed, undefined 
3176.736375, fetch failed, undefined 
3177.3400030000003, fetch failed, undefined 
3177.787454, fetch failed, undefined 
3178.9567690000003, fetch failed, undefined 
3178.821031, fetch failed, undefined 
3179.8388950000003, fetch failed, undefined 
3180.2216030000004, fetch failed, undefined 
3180.80215, fetch failed, undefined 
3181.843877, fetch failed, undefined 
3182.148389, fetch failed, undefined 
3183.1410389999996, fetch failed, undefined 
3183.548331, fetch failed, undefined 
3184.308229, fetch failed, undefined 
3185.0617150000003, fetch failed, undefined 
3186.360244, fetch failed, undefined 
3186.787508, fetch failed, undefined 
3188.280107, fetch failed, undefined 
3188.7554990000003, fetch failed, undefined 
3190.251601, fetch failed, undefined 
3190.84668, fetch failed, undefined 
3191.193799, fetch failed, undefined 
3192.2889229999996, fetch failed, undefined 
3192.684186, fetch failed, undefined 
3193.8200030000003, fetch failed, undefined 
3193.874315, fetch failed, undefined 
3195.338214, fetch failed, undefined 
3195.5728560000002, fetch failed, undefined 
3196.119016, fetch failed, undefined 
3196.755478, fetch failed, undefined 
3197.242975, fetch failed, undefined 
3197.1706320000003, fetch failed, undefined 
3199.058716, fetch failed, undefined 
3199.269027, fetch failed, undefined 
3200.573372, fetch failed, undefined 
3201.4876550000004, fetch failed, undefined 
3202.0858599999997, fetch failed, undefined 
3203.7411669999997, fetch failed, undefined 
3204.245153, fetch failed, undefined 
3204.7265460000003, fetch failed, undefined 
3205.266583, fetch failed, undefined 
3206.4929270000002, fetch failed, undefined 
3211.16897, fetch failed, undefined 
3211.984465, fetch failed, undefined 
3212.972225, fetch failed, undefined 
3215.3407249999996, fetch failed, undefined 
3216.6511290000003, fetch failed, undefined 
3214.520386, fetch failed, undefined 
3216.556138, fetch failed, undefined 
3217.0329519999996, fetch failed, undefined 
3217.560656, fetch failed, undefined 
3219.143795, fetch failed, undefined 
3219.9196979999997, fetch failed, undefined 
3220.696058, fetch failed, undefined 
3221.947988, fetch failed, undefined 
3223.6217039999997, fetch failed, undefined 
3225.0244509999998, fetch failed, undefined 
3225.7578919999996, fetch failed, undefined 
3226.5902429999996, fetch failed, undefined 
3227.808713, fetch failed, undefined 
3228.946564, fetch failed, undefined 
3229.926163, fetch failed, undefined 
3230.479713, fetch failed, undefined 
3231.8354099999997, fetch failed, undefined 
3232.5210970000003, fetch failed, undefined 
3234.0542720000003, fetch failed, undefined 
3234.9524709999996, fetch failed, undefined 
3235.743383, fetch failed, undefined 
3236.807097, fetch failed, undefined 
3237.519672, fetch failed, undefined 
3238.592591, fetch failed, undefined 
3239.975117, fetch failed, undefined 
3240.6401260000002, fetch failed, undefined 
3242.099347, fetch failed, undefined 
3242.486495, fetch failed, undefined 
3243.421979, fetch failed, undefined 
3244.142032, fetch failed, undefined 
3245.224092, fetch failed, undefined 
3246.117276, fetch failed, undefined 
3246.902212, fetch failed, undefined 
3247.4379750000003, fetch failed, undefined 
3247.533361, fetch failed, undefined 
3248.6005480000003, fetch failed, undefined 
3249.317569, fetch failed, undefined 
3250.737621, fetch failed, undefined 
3251.47622, fetch failed, undefined 
3251.6388, fetch failed, undefined 
3251.88034, fetch failed, undefined 
3252.936266, fetch failed, undefined 
3253.331381, fetch failed, undefined 
3254.599428, fetch failed, undefined 
3256.1110820000004, fetch failed, undefined 
3256.914164, fetch failed, undefined 
3257.64309, fetch failed, undefined 
3258.796686, fetch failed, undefined 
3258.824752, fetch failed, undefined 
3259.7850059999996, fetch failed, undefined 
3260.0501590000003, fetch failed, undefined 
3260.963518, fetch failed, undefined 
3262.128067, fetch failed, undefined 
3262.5839290000004, fetch failed, undefined 
3264.5036099999998, fetch failed, undefined 
3264.787478, fetch failed, undefined 
3265.372883, fetch failed, undefined 
3266.4335730000003, fetch failed, undefined 
3266.830717, fetch failed, undefined 
3268.372549, fetch failed, undefined 
3268.884591, fetch failed, undefined 
3269.9097739999997, fetch failed, undefined 
3270.4631900000004, fetch failed, undefined 
3270.370196, fetch failed, undefined 
3271.812217, fetch failed, undefined 
3271.1674030000004, fetch failed, undefined 
3271.709953, fetch failed, undefined 
3272.902877, fetch failed, undefined 
3274.065724, fetch failed, undefined 
3274.2622349999997, fetch failed, undefined 
3275.65516, fetch failed, undefined 
3276.429578, fetch failed, undefined 
3277.125911, fetch failed, undefined 
3277.60293, fetch failed, undefined 
3278.6459809999997, fetch failed, undefined 
3279.101172, fetch failed, undefined 
3280.129978, fetch failed, undefined 
3280.178167, fetch failed, undefined 
3281.217159, fetch failed, undefined 
3281.763058, fetch failed, undefined 
3282.32506, fetch failed, undefined 
3282.8111019999997, fetch failed, undefined 
3283.231155, fetch failed, undefined 
3284.1556880000003, fetch failed, undefined 
3284.570309, fetch failed, undefined 
3285.0903319999998, fetch failed, undefined 
3286.002907, fetch failed, undefined 
3286.9538979999998, fetch failed, undefined 
3287.183626, fetch failed, undefined 
3287.657416, fetch failed, undefined 
3288.371019, fetch failed, undefined 
3289.2777140000003, fetch failed, undefined 
3290.0912590000003, fetch failed, undefined 
3291.1736170000004, fetch failed, undefined 
3291.89656, fetch failed, undefined 
3292.4998419999997, fetch failed, undefined 
3293.263593, fetch failed, undefined 
3292.307529, fetch failed, undefined 
3294.83926, fetch failed, undefined 
3293.954962, fetch failed, undefined 
3294.3366250000004, fetch failed, undefined 
3294.8948219999997, fetch failed, undefined 
3295.564484, fetch failed, undefined 
3297.048144, fetch failed, undefined 
3298.106034, fetch failed, undefined 
3299.030543, fetch failed, undefined 
3300.500125, fetch failed, undefined 
3301.489829, fetch failed, undefined 
3302.445417, fetch failed, undefined 
3303.407095, fetch failed, undefined 
3300.274907, fetch failed, undefined 
3301.108238, fetch failed, undefined 
3301.821828, fetch failed, undefined 
3301.935074, fetch failed, undefined 
3303.201616, fetch failed, undefined 
3303.800929, fetch failed, undefined 
3304.2319479999996, fetch failed, undefined 
3305.2502980000004, fetch failed, undefined 
3305.766247, fetch failed, undefined 
3306.491927, fetch failed, undefined 
3307.163999, fetch failed, undefined 
3308.035589, fetch failed, undefined 
3308.833281, fetch failed, undefined 
3309.664884, fetch failed, undefined 
3310.3786489999998, fetch failed, undefined 
3311.910496, fetch failed, undefined 
3312.067742, fetch failed, undefined 
3313.150614, fetch failed, undefined 
3314.226005, fetch failed, undefined 
3314.458635, fetch failed, undefined 
3315.342006, fetch failed, undefined 
3315.6207369999997, fetch failed, undefined 
3316.045376, fetch failed, undefined 
3316.6128660000004, fetch failed, undefined 
3317.36247, fetch failed, undefined 
3317.716291, fetch failed, undefined 
3318.197843, fetch failed, undefined 
3318.6531010000003, fetch failed, undefined 
3319.416925, fetch failed, undefined 
3320.092725, fetch failed, undefined 
3320.687116, fetch failed, undefined 
3322.036385, fetch failed, undefined 
3322.563437, fetch failed, undefined 
3323.233779, fetch failed, undefined 
3323.4207619999997, fetch failed, undefined 
3325.002528, fetch failed, undefined 
3325.460849, fetch failed, undefined 
3326.089981, fetch failed, undefined 
3325.013955, fetch failed, undefined 
3326.823741, fetch failed, undefined 
3326.2277249999997, fetch failed, undefined 
3326.670519, fetch failed, undefined 
3327.735387, fetch failed, undefined 
3328.4179990000002, fetch failed, undefined 
3328.8662160000003, fetch failed, undefined 
3329.9607419999998, fetch failed, undefined 
3330.615022, fetch failed, undefined 
3332.298032, fetch failed, undefined 
